src,dst,w
1799,1352,1.0
1799,1607,1.0
1799,1672,1.0
1799,2311,1.0
1799,2376,1.0
1799,2631,1.0
1799,2696,1.0
1800,8,1.0
1800,73,1.0
1800,968,1.0
1800,777,1.0
1800,3080,1.0
1800,3145,1.0
1800,4040,1.0
1800,3849,1.0
1801,393,1.0
1801,458,1.0
1801,713,1.0
1801,522,1.0
1801,3465,1.0
1801,3530,1.0
1801,3785,1.0
1801,3594,1.0
1802,1162,1.0
1802,1227,1.0
1802,1866,1.0
1802,1931,1.0
1802,2186,1.0
1802,2251,1.0
1802,2890,1.0
1802,2955,1.0
1803,1291,1.0
1803,1356,1.0
1803,1611,1.0
1803,1676,1.0
1803,2315,1.0
1803,2380,1.0
1803,2635,1.0
1803,2700,1.0
1804,12,1.0
1804,77,1.0
1804,972,1.0
1804,781,1.0
1804,3084,1.0
1804,3149,1.0
1804,4044,1.0
1804,3853,1.0
1805,397,1.0
1805,462,1.0
1805,717,1.0
1805,526,1.0
1805,3469,1.0
1805,3534,1.0
1805,3789,1.0
1805,3598,1.0
1806,1166,1.0
1806,1231,1.0
1806,1870,1.0
1806,1935,1.0
1806,2190,1.0
1806,2255,1.0
1806,2894,1.0
1806,2959,1.0
1807,1295,1.0
1807,1360,1.0
1807,1615,1.0
1807,1680,1.0
1807,2319,1.0
1807,2384,1.0
1807,2639,1.0
1807,2704,1.0
1808,16,1.0
1808,81,1.0
1808,976,1.0
1808,785,1.0
1808,3088,1.0
1808,3153,1.0
1808,4048,1.0
1808,3857,1.0
1809,401,1.0
1809,466,1.0
1809,721,1.0
1809,530,1.0
1809,3473,1.0
1809,3538,1.0
1809,3793,1.0
1809,3602,1.0
1810,1170,1.0
1810,1235,1.0
1810,1874,1.0
1810,1939,1.0
1810,2194,1.0
1810,2259,1.0
1810,2898,1.0
1810,2963,1.0
1811,1299,1.0
1811,1364,1.0
1811,1619,1.0
1811,1684,1.0
1811,2323,1.0
1811,2388,1.0
1811,2643,1.0
1811,2708,1.0
1812,20,1.0
1812,85,1.0
1812,980,1.0
1812,789,1.0
1812,3092,1.0
1812,3157,1.0
1812,4052,1.0
1812,3861,1.0
1813,405,1.0
1813,470,1.0
1813,725,1.0
1813,534,1.0
1813,3477,1.0
1813,3542,1.0
1813,3797,1.0
1813,3606,1.0
1814,1174,1.0
1814,1239,1.0
1814,1878,1.0
1814,1943,1.0
1814,2198,1.0
1814,2263,1.0
1814,2902,1.0
1814,2967,1.0
1815,1303,1.0
1815,1368,1.0
1815,1623,1.0
1815,1688,1.0
1815,2327,1.0
1815,2392,1.0
1815,2647,1.0
1815,2712,1.0
1816,24,1.0
1816,89,1.0
1816,984,1.0
1816,793,1.0
1816,3096,1.0
1816,3161,1.0
1816,4056,1.0
1816,3865,1.0
1817,409,1.0
1817,474,1.0
1817,729,1.0
1817,538,1.0
1817,3481,1.0
1817,3546,1.0
1817,3801,1.0
1817,3610,1.0
1818,1178,1.0
1818,1243,1.0
1818,1882,1.0
1818,1947,1.0
1818,2202,1.0
1818,2267,1.0
1818,2906,1.0
1818,2971,1.0
1819,1307,1.0
1819,1372,1.0
1819,1627,1.0
1819,1692,1.0
1819,2331,1.0
1819,2396,1.0
1819,2651,1.0
1819,2716,1.0
1820,28,1.0
1820,93,1.0
1820,988,1.0
1820,797,1.0
1820,3100,1.0
1820,3165,1.0
1820,4060,1.0
1820,3869,1.0
1821,413,1.0
1821,478,1.0
1821,733,1.0
1821,542,1.0
1821,3485,1.0
1821,3550,1.0
1821,3805,1.0
1821,3614,1.0
1822,1182,1.0
1822,1247,1.0
1822,1886,1.0
1822,1951,1.0
1822,2206,1.0
1822,2271,1.0
1822,2910,1.0
1822,2975,1.0
1823,1311,1.0
1823,1376,1.0
1823,1631,1.0
1823,1696,1.0
1823,2335,1.0
1823,2400,1.0
1823,2655,1.0
1823,2720,1.0
1824,32,1.0
1824,97,1.0
1824,992,1.0
1824,801,1.0
1824,3104,1.0
1824,3169,1.0
1824,4064,1.0
1824,3873,1.0
1825,417,1.0
1825,482,1.0
1825,737,1.0
1825,546,1.0
1825,3489,1.0
1825,3554,1.0
1825,3809,1.0
1825,3618,1.0
1826,1186,1.0
1826,1251,1.0
1826,1890,1.0
1826,1955,1.0
1826,2210,1.0
1826,2275,1.0
1826,2914,1.0
1826,2979,1.0
1827,1315,1.0
1827,1380,1.0
1827,1635,1.0
1827,1700,1.0
1827,2339,1.0
1827,2404,1.0
1827,2659,1.0
1827,2724,1.0
1828,36,1.0
1828,101,1.0
1828,996,1.0
1828,805,1.0
1828,3108,1.0
1828,3173,1.0
1828,4068,1.0
1828,3877,1.0
1829,421,1.0
1829,486,1.0
1829,741,1.0
1829,550,1.0
1829,3493,1.0
1829,3558,1.0
1829,3813,1.0
1829,3622,1.0
1830,1190,1.0
1830,1255,1.0
1830,1894,1.0
1830,1959,1.0
1830,2214,1.0
1830,2279,1.0
1830,2918,1.0
1830,2983,1.0
1831,1319,1.0
1831,1384,1.0
1831,1639,1.0
1831,1704,1.0
1831,2343,1.0
1831,2408,1.0
1831,2663,1.0
1831,2728,1.0
1832,40,1.0
1832,105,1.0
1832,1000,1.0
1832,809,1.0
1832,3112,1.0
1832,3177,1.0
1832,4072,1.0
1832,3881,1.0
1833,425,1.0
1833,490,1.0
1833,745,1.0
1833,554,1.0
1833,3497,1.0
1833,3562,1.0
1833,3817,1.0
1833,3626,1.0
1834,1194,1.0
1834,1259,1.0
1834,1898,1.0
1834,1963,1.0
1834,2218,1.0
1834,2283,1.0
1834,2922,1.0
1834,2987,1.0
1835,1323,1.0
1835,1388,1.0
1835,1643,1.0
1835,1708,1.0
1835,2347,1.0
1835,2412,1.0
1835,2667,1.0
1835,2732,1.0
1836,44,1.0
1836,109,1.0
1836,1004,1.0
1836,813,1.0
1836,3116,1.0
1836,3181,1.0
1836,4076,1.0
1836,3885,1.0
1837,429,1.0
1837,494,1.0
1837,749,1.0
1837,558,1.0
1837,3501,1.0
1837,3566,1.0
1837,3821,1.0
1837,3630,1.0
1838,1198,1.0
1838,1263,1.0
1838,1902,1.0
1838,1967,1.0
1838,2222,1.0
1838,2287,1.0
1838,2926,1.0
1838,2991,1.0
1839,1327,1.0
1839,1392,1.0
1839,1647,1.0
1839,1712,1.0
1839,2351,1.0
1839,2416,1.0
1839,2671,1.0
1839,2736,1.0
1840,48,1.0
1840,113,1.0
1840,1008,1.0
1840,817,1.0
1840,3120,1.0
1840,3185,1.0
1840,4080,1.0
1840,3889,1.0
1841,433,1.0
1841,498,1.0
1841,753,1.0
1841,562,1.0
1841,3505,1.0
1841,3570,1.0
1841,3825,1.0
1841,3634,1.0
1842,1202,1.0
1842,1267,1.0
1842,1906,1.0
1842,1971,1.0
1842,2226,1.0
1842,2291,1.0
1842,2930,1.0
1842,2995,1.0
1843,1331,1.0
1843,1396,1.0
1843,1651,1.0
1843,1716,1.0
1843,2355,1.0
1843,2420,1.0
1843,2675,1.0
1843,2740,1.0
1844,52,1.0
1844,117,1.0
1844,1012,1.0
1844,821,1.0
1844,3124,1.0
1844,3189,1.0
1844,4084,1.0
1844,3893,1.0
1845,437,1.0
1845,502,1.0
1845,757,1.0
1845,566,1.0
1845,3509,1.0
1845,3574,1.0
1845,3829,1.0
1845,3638,1.0
1846,1206,1.0
1846,1271,1.0
1846,1910,1.0
1846,1975,1.0
1846,2230,1.0
1846,2295,1.0
1846,2934,1.0
1846,2999,1.0
1847,1335,1.0
1847,1400,1.0
1847,1655,1.0
1847,1720,1.0
1847,2359,1.0
1847,2424,1.0
1847,2679,1.0
1847,2744,1.0
1848,56,1.0
1848,121,1.0
1848,1016,1.0
1848,825,1.0
1848,3128,1.0
1848,3193,1.0
1848,4088,1.0
1848,3897,1.0
1849,441,1.0
1849,506,1.0
1849,761,1.0
1849,570,1.0
1849,3513,1.0
1849,3578,1.0
1849,3833,1.0
1849,3642,1.0
1850,1210,1.0
1850,1275,1.0
1850,1914,1.0
1850,1979,1.0
1850,2234,1.0
1850,2299,1.0
1850,2938,1.0
1850,3003,1.0
1851,1339,1.0
1851,1404,1.0
1851,1659,1.0
1851,1724,1.0
1851,2363,1.0
1851,2428,1.0
1851,2683,1.0
1851,2748,1.0
1852,60,1.0
1852,125,1.0
1852,1020,1.0
1852,829,1.0
1852,3132,1.0
1852,3197,1.0
1852,4092,1.0
1852,3901,1.0
1853,445,1.0
1853,510,1.0
1853,765,1.0
1853,574,1.0
1853,3517,1.0
1853,3582,1.0
1853,3837,1.0
1853,3646,1.0
1854,1214,1.0
1854,1279,1.0
1854,1918,1.0
1854,1983,1.0
1854,2238,1.0
1854,2303,1.0
1854,2942,1.0
1854,3007,1.0
1855,1343,1.0
1855,1344,1.0
1855,1663,1.0
1855,1664,1.0
1855,2367,1.0
1855,2368,1.0
1855,2687,1.0
1855,2688,1.0
1856,0,1.0
1856,65,1.0
1856,960,1.0
1856,769,1.0
1856,3072,1.0
1856,3137,1.0
1856,4032,1.0
1856,3841,1.0
1857,385,1.0
1857,450,1.0
1857,705,1.0
1857,514,1.0
1857,3457,1.0
1857,3522,1.0
1857,3777,1.0
1857,3586,1.0
1858,1154,1.0
1858,1219,1.0
1858,1858,1.0
1858,1923,1.0
1858,2178,1.0
1858,2243,1.0
1858,2882,1.0
1858,2947,1.0
1859,1283,1.0
1859,1348,1.0
1859,1603,1.0
1859,1668,1.0
1859,2307,1.0
1859,2372,1.0
1859,2627,1.0
1859,2692,1.0
1860,4,1.0
1860,69,1.0
1860,964,1.0
1860,773,1.0
1860,3076,1.0
1860,3141,1.0
1860,4036,1.0
1860,3845,1.0
1861,389,1.0
1861,454,1.0
1861,709,1.0
1861,518,1.0
1861,3461,1.0
1861,3526,1.0
1861,3781,1.0
1861,3590,1.0
1862,1158,1.0
1862,1223,1.0
1862,1862,1.0
1862,1927,1.0
1862,2182,1.0
1862,2247,1.0
1862,2886,1.0
1862,2951,1.0
1863,1287,1.0
1863,1352,1.0
1863,1607,1.0
1863,1672,1.0
1863,2311,1.0
1863,2376,1.0
1863,2631,1.0
1863,2696,1.0
1864,8,1.0
1864,73,1.0
1864,968,1.0
1864,777,1.0
1864,3080,1.0
1864,3145,1.0
1864,4040,1.0
1864,3849,1.0
1865,393,1.0
1865,458,1.0
1865,713,1.0
1865,522,1.0
1865,3465,1.0
1865,3530,1.0
1865,3785,1.0
1865,3594,1.0
1866,1162,1.0
1866,1227,1.0
1866,1866,1.0
1866,1931,1.0
1866,2186,1.0
1866,2251,1.0
1866,2890,1.0
1866,2955,1.0
1867,1291,1.0
1867,1356,1.0
1867,1611,1.0
1867,1676,1.0
1867,2315,1.0
1867,2380,1.0
1867,2635,1.0
1867,2700,1.0
1868,12,1.0
1868,77,1.0
1868,972,1.0
1868,781,1.0
1868,3084,1.0
1868,3149,1.0
1868,4044,1.0
1868,3853,1.0
1869,397,1.0
1869,462,1.0
1869,717,1.0
1869,526,1.0
1869,3469,1.0
1869,3534,1.0
1869,3789,1.0
1869,3598,1.0
1870,1166,1.0
1870,1231,1.0
1870,1870,1.0
1870,1935,1.0
1870,2190,1.0
1870,2255,1.0
1870,2894,1.0
1870,2959,1.0
1871,1295,1.0
1871,1360,1.0
1871,1615,1.0
1871,1680,1.0
1871,2319,1.0
1871,2384,1.0
1871,2639,1.0
1871,2704,1.0
1872,16,1.0
1872,81,1.0
1872,976,1.0
1872,785,1.0
1872,3088,1.0
1872,3153,1.0
1872,4048,1.0
1872,3857,1.0
1873,401,1.0
1873,466,1.0
1873,721,1.0
1873,530,1.0
1873,3473,1.0
1873,3538,1.0
1873,3793,1.0
1873,3602,1.0
1874,1170,1.0
1874,1235,1.0
1874,1874,1.0
1874,1939,1.0
1874,2194,1.0
1874,2259,1.0
1874,2898,1.0
1874,2963,1.0
1875,1299,1.0
1875,1364,1.0
1875,1619,1.0
1875,1684,1.0
1875,2323,1.0
1875,2388,1.0
1875,2643,1.0
1875,2708,1.0
1876,20,1.0
1876,85,1.0
1876,980,1.0
1876,789,1.0
1876,3092,1.0
1876,3157,1.0
1876,4052,1.0
1876,3861,1.0
1877,405,1.0
1877,470,1.0
1877,725,1.0
1877,534,1.0
1877,3477,1.0
1877,3542,1.0
1877,3797,1.0
1877,3606,1.0
1878,1174,1.0
1878,1239,1.0
1878,1878,1.0
1878,1943,1.0
1878,2198,1.0
1878,2263,1.0
1878,2902,1.0
1878,2967,1.0
1879,1303,1.0
1879,1368,1.0
1879,1623,1.0
1879,1688,1.0
1879,2327,1.0
1879,2392,1.0
1879,2647,1.0
1879,2712,1.0
1880,24,1.0
1880,89,1.0
1880,984,1.0
1880,793,1.0
1880,3096,1.0
1880,3161,1.0
1880,4056,1.0
1880,3865,1.0
1881,409,1.0
1881,474,1.0
1881,729,1.0
1881,538,1.0
1881,3481,1.0
1881,3546,1.0
1881,3801,1.0
1881,3610,1.0
1882,1178,1.0
1882,1243,1.0
1882,1882,1.0
1882,1947,1.0
1882,2202,1.0
1882,2267,1.0
1882,2906,1.0
1882,2971,1.0
1883,1307,1.0
1883,1372,1.0
1883,1627,1.0
1883,1692,1.0
1883,2331,1.0
1883,2396,1.0
1883,2651,1.0
1883,2716,1.0
1884,28,1.0
1884,93,1.0
1884,988,1.0
1884,797,1.0
1884,3100,1.0
1884,3165,1.0
1884,4060,1.0
1884,3869,1.0
1885,413,1.0
1885,478,1.0
1885,733,1.0
1885,542,1.0
1885,3485,1.0
1885,3550,1.0
1885,3805,1.0
1885,3614,1.0
1886,1182,1.0
1886,1247,1.0
1886,1886,1.0
1886,1951,1.0
1886,2206,1.0
1886,2271,1.0
1886,2910,1.0
1886,2975,1.0
1887,1311,1.0
1887,1376,1.0
1887,1631,1.0
1887,1696,1.0
1887,2335,1.0
1887,2400,1.0
1887,2655,1.0
1887,2720,1.0
1888,32,1.0
1888,97,1.0
1888,992,1.0
1888,801,1.0
1888,3104,1.0
1888,3169,1.0
1888,4064,1.0
1888,3873,1.0
1889,417,1.0
1889,482,1.0
1889,737,1.0
1889,546,1.0
1889,3489,1.0
1889,3554,1.0
1889,3809,1.0
1889,3618,1.0
1890,1186,1.0
1890,1251,1.0
1890,1890,1.0
1890,1955,1.0
1890,2210,1.0
1890,2275,1.0
1890,2914,1.0
1890,2979,1.0
1891,1315,1.0
1891,1380,1.0
1891,1635,1.0
1891,1700,1.0
1891,2339,1.0
1891,2404,1.0
1891,2659,1.0
1891,2724,1.0
1892,36,1.0
1892,101,1.0
1892,996,1.0
1892,805,1.0
1892,3108,1.0
1892,3173,1.0
1892,4068,1.0
1892,3877,1.0
1893,421,1.0
1893,486,1.0
1893,741,1.0
1893,550,1.0
1893,3493,1.0
1893,3558,1.0
1893,3813,1.0
1893,3622,1.0
1894,1190,1.0
1894,1255,1.0
1894,1894,1.0
1894,1959,1.0
1894,2214,1.0
1894,2279,1.0
1894,2918,1.0
1894,2983,1.0
1895,1319,1.0
1895,1384,1.0
1895,1639,1.0
1895,1704,1.0
1895,2343,1.0
1895,2408,1.0
1895,2663,1.0
1895,2728,1.0
1896,40,1.0
1896,105,1.0
1896,1000,1.0
1896,809,1.0
1896,3112,1.0
1896,3177,1.0
1896,4072,1.0
1896,3881,1.0
1897,425,1.0
1897,490,1.0
1897,745,1.0
1897,554,1.0
1897,3497,1.0
1897,3562,1.0
1897,3817,1.0
1897,3626,1.0
1898,1194,1.0
1898,1259,1.0
1898,1898,1.0
1898,1963,1.0
1898,2218,1.0
1898,2283,1.0
1898,2922,1.0
1898,2987,1.0
1899,1323,1.0
1899,1388,1.0
1899,1643,1.0
1899,1708,1.0
1899,2347,1.0
1899,2412,1.0
1899,2667,1.0
1899,2732,1.0
1900,44,1.0
1900,109,1.0
1900,1004,1.0
1900,813,1.0
1900,3116,1.0
1900,3181,1.0
1900,4076,1.0
1900,3885,1.0
1901,429,1.0
1901,494,1.0
1901,749,1.0
1901,558,1.0
1901,3501,1.0
1901,3566,1.0
1901,3821,1.0
1901,3630,1.0
1902,1198,1.0
1902,1263,1.0
1902,1902,1.0
1902,1967,1.0
1902,2222,1.0
1902,2287,1.0
1902,2926,1.0
1902,2991,1.0
1903,1327,1.0
1903,1392,1.0
1903,1647,1.0
1903,1712,1.0
1903,2351,1.0
1903,2416,1.0
1903,2671,1.0
1903,2736,1.0
1904,48,1.0
1904,113,1.0
1904,1008,1.0
1904,817,1.0
1904,3120,1.0
1904,3185,1.0
1904,4080,1.0
1904,3889,1.0
1905,433,1.0
1905,498,1.0
1905,753,1.0
1905,562,1.0
1905,3505,1.0
1905,3570,1.0
1905,3825,1.0
1905,3634,1.0
1906,1202,1.0
1906,1267,1.0
1906,1906,1.0
1906,1971,1.0
1906,2226,1.0
1906,2291,1.0
1906,2930,1.0
1906,2995,1.0
1907,1331,1.0
1907,1396,1.0
1907,1651,1.0
1907,1716,1.0
1907,2355,1.0
1907,2420,1.0
1907,2675,1.0
1907,2740,1.0
1908,52,1.0
1908,117,1.0
1908,1012,1.0
1908,821,1.0
1908,3124,1.0
1908,3189,1.0
1908,4084,1.0
1908,3893,1.0
1909,437,1.0
1909,502,1.0
1909,757,1.0
1909,566,1.0
1909,3509,1.0
1909,3574,1.0
1909,3829,1.0
1909,3638,1.0
1910,1206,1.0
1910,1271,1.0
1910,1910,1.0
1910,1975,1.0
1910,2230,1.0
1910,2295,1.0
1910,2934,1.0
1910,2999,1.0
1911,1335,1.0
1911,1400,1.0
1911,1655,1.0
1911,1720,1.0
1911,2359,1.0
1911,2424,1.0
1911,2679,1.0
1911,2744,1.0
1912,56,1.0
1912,121,1.0
1912,1016,1.0
1912,825,1.0
1912,3128,1.0
1912,3193,1.0
1912,4088,1.0
1912,3897,1.0
1913,441,1.0
1913,506,1.0
1913,761,1.0
1913,570,1.0
1913,3513,1.0
1913,3578,1.0
1913,3833,1.0
1913,3642,1.0
1914,1210,1.0
1914,1275,1.0
1914,1914,1.0
1914,1979,1.0
1914,2234,1.0
1914,2299,1.0
1914,2938,1.0
1914,3003,1.0
1915,1339,1.0
1915,1404,1.0
1915,1659,1.0
1915,1724,1.0
1915,2363,1.0
1915,2428,1.0
1915,2683,1.0
1915,2748,1.0
1916,60,1.0
1916,125,1.0
1916,1020,1.0
1916,829,1.0
1916,3132,1.0
1916,3197,1.0
1916,4092,1.0
1916,3901,1.0
1917,445,1.0
1917,510,1.0
1917,765,1.0
1917,574,1.0
1917,3517,1.0
1917,3582,1.0
1917,3837,1.0
1917,3646,1.0
1918,1214,1.0
1918,1279,1.0
1918,1918,1.0
1918,1983,1.0
1918,2238,1.0
1918,2303,1.0
1918,2942,1.0
1918,3007,1.0
1919,1343,1.0
1919,1344,1.0
1919,1663,1.0
1919,1664,1.0
1919,2367,1.0
1919,2368,1.0
1919,2687,1.0
1919,2688,1.0
1920,0,1.0
1920,65,1.0
1920,960,1.0
1920,769,1.0
1920,3072,1.0
1920,3137,1.0
1920,4032,1.0
1920,3841,1.0
1921,385,1.0
1921,450,1.0
1921,705,1.0
1921,514,1.0
1921,3457,1.0
1921,3522,1.0
1921,3777,1.0
1921,3586,1.0
1922,1154,1.0
1922,1219,1.0
1922,1858,1.0
1922,1923,1.0
1922,2178,1.0
1922,2243,1.0
1922,2882,1.0
1922,2947,1.0
1923,1283,1.0
1923,1348,1.0
1923,1603,1.0
1923,1668,1.0
1923,2307,1.0
1923,2372,1.0
1923,2627,1.0
1923,2692,1.0
1924,4,1.0
1924,69,1.0
1924,964,1.0
1924,773,1.0
1924,3076,1.0
1924,3141,1.0
1924,4036,1.0
1924,3845,1.0
1925,389,1.0
1925,454,1.0
1925,709,1.0
1925,518,1.0
1925,3461,1.0
1925,3526,1.0
1925,3781,1.0
1925,3590,1.0
1926,1158,1.0
1926,1223,1.0
1926,1862,1.0
1926,1927,1.0
1926,2182,1.0
1926,2247,1.0
1926,2886,1.0
1926,2951,1.0
1927,1287,1.0
1927,1352,1.0
1927,1607,1.0
1927,1672,1.0
1927,2311,1.0
1927,2376,1.0
1927,2631,1.0
1927,2696,1.0
1928,8,1.0
1928,73,1.0
1928,968,1.0
1928,777,1.0
1928,3080,1.0
1928,3145,1.0
1928,4040,1.0
1928,3849,1.0
1929,393,1.0
1929,458,1.0
1929,713,1.0
1929,522,1.0
1929,3465,1.0
1929,3530,1.0
1929,3785,1.0
1929,3594,1.0
1930,1162,1.0
1930,1227,1.0
1930,1866,1.0
1930,1931,1.0
1930,2186,1.0
1930,2251,1.0
1930,2890,1.0
1930,2955,1.0
1931,1291,1.0
1931,1356,1.0
1931,1611,1.0
1931,1676,1.0
1931,2315,1.0
1931,2380,1.0
1931,2635,1.0
1931,2700,1.0
1932,12,1.0
1932,77,1.0
1932,972,1.0
1932,781,1.0
1932,3084,1.0
1932,3149,1.0
1932,4044,1.0
1932,3853,1.0
1933,397,1.0
1933,462,1.0
1933,717,1.0
1933,526,1.0
1933,3469,1.0
1933,3534,1.0
1933,3789,1.0
1933,3598,1.0
1934,1166,1.0
1934,1231,1.0
1934,1870,1.0
1934,1935,1.0
1934,2190,1.0
1934,2255,1.0
1934,2894,1.0
1934,2959,1.0
1935,1295,1.0
1935,1360,1.0
1935,1615,1.0
1935,1680,1.0
1935,2319,1.0
1935,2384,1.0
1935,2639,1.0
1935,2704,1.0
1936,16,1.0
1936,81,1.0
1936,976,1.0
1936,785,1.0
1936,3088,1.0
1936,3153,1.0
1936,4048,1.0
1936,3857,1.0
1937,401,1.0
1937,466,1.0
1937,721,1.0
1937,530,1.0
1937,3473,1.0
1937,3538,1.0
1937,3793,1.0
1937,3602,1.0
1938,1170,1.0
1938,1235,1.0
1938,1874,1.0
1938,1939,1.0
1938,2194,1.0
1938,2259,1.0
1938,2898,1.0
1938,2963,1.0
1939,1299,1.0
1939,1364,1.0
1939,1619,1.0
1939,1684,1.0
1939,2323,1.0
1939,2388,1.0
1939,2643,1.0
1939,2708,1.0
1940,20,1.0
1940,85,1.0
1940,980,1.0
1940,789,1.0
1940,3092,1.0
1940,3157,1.0
1940,4052,1.0
1940,3861,1.0
1941,405,1.0
1941,470,1.0
1941,725,1.0
1941,534,1.0
1941,3477,1.0
1941,3542,1.0
1941,3797,1.0
1941,3606,1.0
1942,1174,1.0
1942,1239,1.0
1942,1878,1.0
1942,1943,1.0
1942,2198,1.0
1942,2263,1.0
1942,2902,1.0
1942,2967,1.0
1943,1303,1.0
1943,1368,1.0
1943,1623,1.0
1943,1688,1.0
1943,2327,1.0
1943,2392,1.0
1943,2647,1.0
1943,2712,1.0
1944,24,1.0
1944,89,1.0
1944,984,1.0
1944,793,1.0
1944,3096,1.0
1944,3161,1.0
1944,4056,1.0
1944,3865,1.0
1945,409,1.0
1945,474,1.0
1945,729,1.0
1945,538,1.0
1945,3481,1.0
1945,3546,1.0
1945,3801,1.0
1945,3610,1.0
1946,1178,1.0
1946,1243,1.0
1946,1882,1.0
1946,1947,1.0
1946,2202,1.0
1946,2267,1.0
1946,2906,1.0
1946,2971,1.0
1947,1307,1.0
1947,1372,1.0
1947,1627,1.0
1947,1692,1.0
1947,2331,1.0
1947,2396,1.0
1947,2651,1.0
1947,2716,1.0
1948,28,1.0
1948,93,1.0
1948,988,1.0
1948,797,1.0
1948,3100,1.0
1948,3165,1.0
1948,4060,1.0
1948,3869,1.0
1949,413,1.0
1949,478,1.0
1949,733,1.0
1949,542,1.0
1949,3485,1.0
1949,3550,1.0
1949,3805,1.0
1949,3614,1.0
1950,1182,1.0
1950,1247,1.0
1950,1886,1.0
1950,1951,1.0
1950,2206,1.0
1950,2271,1.0
1950,2910,1.0
1950,2975,1.0
1951,1311,1.0
1951,1376,1.0
1951,1631,1.0
1951,1696,1.0
1951,2335,1.0
1951,2400,1.0
1951,2655,1.0
1951,2720,1.0
1952,32,1.0
1952,97,1.0
1952,992,1.0
1952,801,1.0
1952,3104,1.0
1952,3169,1.0
1952,4064,1.0
1952,3873,1.0
1953,417,1.0
1953,482,1.0
1953,737,1.0
1953,546,1.0
1953,3489,1.0
1953,3554,1.0
1953,3809,1.0
1953,3618,1.0
1954,1186,1.0
1954,1251,1.0
1954,1890,1.0
1954,1955,1.0
1954,2210,1.0
1954,2275,1.0
1954,2914,1.0
1954,2979,1.0
1955,1315,1.0
1955,1380,1.0
1955,1635,1.0
1955,1700,1.0
1955,2339,1.0
1955,2404,1.0
1955,2659,1.0
1955,2724,1.0
1956,36,1.0
1956,101,1.0
1956,996,1.0
1956,805,1.0
1956,3108,1.0
1956,3173,1.0
1956,4068,1.0
1956,3877,1.0
1957,421,1.0
1957,486,1.0
1957,741,1.0
1957,550,1.0
1957,3493,1.0
1957,3558,1.0
1957,3813,1.0
1957,3622,1.0
1958,1190,1.0
1958,1255,1.0
1958,1894,1.0
1958,1959,1.0
1958,2214,1.0
1958,2279,1.0
1958,2918,1.0
1958,2983,1.0
1959,1319,1.0
1959,1384,1.0
1959,1639,1.0
1959,1704,1.0
1959,2343,1.0
1959,2408,1.0
1959,2663,1.0
1959,2728,1.0
1960,40,1.0
1960,105,1.0
1960,1000,1.0
1960,809,1.0
1960,3112,1.0
1960,3177,1.0
1960,4072,1.0
1960,3881,1.0
1961,425,1.0
1961,490,1.0
1961,745,1.0
1961,554,1.0
1961,3497,1.0
1961,3562,1.0
1961,3817,1.0
1961,3626,1.0
1962,1194,1.0
1962,1259,1.0
1962,1898,1.0
1962,1963,1.0
1962,2218,1.0
1962,2283,1.0
1962,2922,1.0
1962,2987,1.0
1963,1323,1.0
1963,1388,1.0
1963,1643,1.0
1963,1708,1.0
1963,2347,1.0
1963,2412,1.0
1963,2667,1.0
1963,2732,1.0
1964,44,1.0
1964,109,1.0
1964,1004,1.0
1964,813,1.0
1964,3116,1.0
1964,3181,1.0
1964,4076,1.0
1964,3885,1.0
1965,429,1.0
1965,494,1.0
1965,749,1.0
1965,558,1.0
1965,3501,1.0
1965,3566,1.0
1965,3821,1.0
1965,3630,1.0
1966,1198,1.0
1966,1263,1.0
1966,1902,1.0
1966,1967,1.0
1966,2222,1.0
1966,2287,1.0
1966,2926,1.0
1966,2991,1.0
1967,1327,1.0
1967,1392,1.0
1967,1647,1.0
1967,1712,1.0
1967,2351,1.0
1967,2416,1.0
1967,2671,1.0
1967,2736,1.0
1968,48,1.0
1968,113,1.0
1968,1008,1.0
1968,817,1.0
1968,3120,1.0
1968,3185,1.0
1968,4080,1.0
1968,3889,1.0
1969,433,1.0
1969,498,1.0
1969,753,1.0
1969,562,1.0
1969,3505,1.0
1969,3570,1.0
1969,3825,1.0
1969,3634,1.0
1970,1202,1.0
1970,1267,1.0
1970,1906,1.0
1970,1971,1.0
1970,2226,1.0
1970,2291,1.0
1970,2930,1.0
1970,2995,1.0
1971,1331,1.0
1971,1396,1.0
1971,1651,1.0
1971,1716,1.0
1971,2355,1.0
1971,2420,1.0
1971,2675,1.0
1971,2740,1.0
1972,52,1.0
1972,117,1.0
1972,1012,1.0
1972,821,1.0
1972,3124,1.0
1972,3189,1.0
1972,4084,1.0
1972,3893,1.0
1973,437,1.0
1973,502,1.0
1973,757,1.0
1973,566,1.0
1973,3509,1.0
1973,3574,1.0
1973,3829,1.0
1973,3638,1.0
1974,1206,1.0
1974,1271,1.0
1974,1910,1.0
1974,1975,1.0
1974,2230,1.0
1974,2295,1.0
1974,2934,1.0
1974,2999,1.0
1975,1335,1.0
1975,1400,1.0
1975,1655,1.0
1975,1720,1.0
1975,2359,1.0
1975,2424,1.0
1975,2679,1.0
1975,2744,1.0
1976,56,1.0
1976,121,1.0
1976,1016,1.0
1976,825,1.0
1976,3128,1.0
1976,3193,1.0
1976,4088,1.0
1976,3897,1.0
1977,441,1.0
1977,506,1.0
1977,761,1.0
1977,570,1.0
1977,3513,1.0
1977,3578,1.0
1977,3833,1.0
1977,3642,1.0
1978,1210,1.0
1978,1275,1.0
